Index,Reviews
927,Its loud but have no bass and doesnt work wireless
928, Go for it... No complaints
929,"This is my 2and purchase, the one bought in sale doesnt recognize voice, doesnt play  most of the times its yellow popup.  Dont go for ones in sale  they send defective product's"
930,Thanks Amazon care for understanding the genuine issue in the first device! Return was smooth and fast! The new Alexa Echo is working as per my requirements and expectations! Keep up the great work!
931,"I am just using it for couple of days.This ""Alexa integration"" is a wonderful thing beyond my expectations.i have not tried with Bluetooth connectivity but getting good results with wi fi connection.i think it will be a necessary item for everyone.i am very satisfied with this.very attractive also."
932,"Its the best portable and small device I have ever seen. It plays music .it will answer your questions listen jokes from it ,and the best part is it can also speak hindi .must buy alexa"
933,Alexa not search my favourite songs she doesn't understand what I said I have to tell full song name and singer names like Alexa play kuch tum kaho from ganaa savnn Amazon prime music etc very bad experience 🙄
934,So nice speaker. I used this speaker everyday. The new alexa skill is so cool. Black colour of alexa is look decent. I'll strongly recommend go for it.
935,It's a very good product. Delivers what it is intended for.
936,just excellent a must need for everyone
937,Amazing product to have if your budget is under 3k.I got this product and syska smart bulb for 2600rs from amazon sale.A lot has been provided at this price point which is amazing.One plus point is you can use it as a normal speaker as well.Wonderful product.
938,Nice product must purchase for a smart home.
939,When i trying to connect my Bluetooth to eco dot then its showing 'an app is needed to use this device.'  Pls fix my problem
940,"I have two echo dots. this one doesn't even wake up when i call it. only after successive tries it wakes up. In-fact before this wakes up, my echo dot downstairs wakes up. so disappointed."
941,Alexa can still grow and become better and understanding could get better. And if Alexa can't understand what device you are talking about it would be better if it stops saying did you mean TV..
942,Alexa is good value for money and fun to use. When using in India make sure u select English India as language so that it can relate to our conversations and media content
943,Many times I have to try to install in my phone but not connected I don't know why this happened please help me otherwise I will return this item..
944,The claims of the advt about the product is baseless. I cannot add the device to Android phone despite repeated attempts for two days. It is a useless product and a pure waste of money
945,Alexq 3rd gen smart speaker is good.There is a slight delay in recognizing voice..otherwise its a good product... Thank you amazon.hoped that will be fixed in the future update.
946,The voice recognition is so poor most of the times and it's not even listening and playing irrelevant songs rather than the asked one...and every time the sound goes low ...What the f is this ??
947,Not complete music play and needs to tell the song and singer to select one song.. very less information.. can work only what available on wiki and amazon music.. kids rhymes are also limited
948,I am happy with the product. If you have amazon subscription and a stable wifi then it is recommended to choose this product . I liked this. It doesn't have battery/backup. It requires plugged in all the time.
949,It's  likely good but it has no battery so other than that it's a great experience over alexa
950,Intial 10days the device was alright and working ok whereas from the 11th day it started having problem like it starts making beep noice while the music is playing and i am not able to return the device as they have given 10days time for the return So Amazon help me with this.
951,"Everything is perfect.. I have returned and booked amazon echo input, because amazon echo dot is not portable"
952,"With the price range it's a wonderful productSound quality is greatInbuilt mic is wonderful in quite place but in noisy environments (songs running in echo, it is not able to hear your voice command) its not very responsive. Amazon needs to work on that"
953,Smart speaker with nice voice recognition suitable for indian english with that language setting.Decent sound quality as well
954,Features are very complicated for me. 😢😢 and its very complicated to connect with my tv. And alexa did not listen me. I had return the product in a same day
955,"It’s ok,but even when u ask the same questions,I feel very Docile,don’t talk properly due to network problems,Whatever but I Did not make me as happy as the product I had purchased with pleasure."
956,Sometimes alexa doesn't understand what is asked and interpretsaomething else. It doesn't even understand a few Indian names.
957,A value of money product. This is the third one I brought
958,Likes :* Identification of Voice despite of background noise.* Learning platform for Kids / StudentsDislikes :* Can not play Amazon Prime Music; Which is bundled FREE anlong with Echo Dot 3* Suddenly stops responding / Stops Music* Need to implement Indian Accent / Nouns
959,"This is just really good... It feels like talking to a real person with a different voice 😂. It took some time to figure out how to connect Alexa to my phone, but eventually everything got intact and everything was just perfect. I love it❤️❤️"
960,Sound quality is good and covers an average house.Sometime Alexa doesn't play the song we want and then doesn't recognise the voice.YouTube search option should also be included.
961,It worth it I got extra 500 rs off as I was having my prime membership and as a speaker it is the best of all
962,Amazon alexa echo dot is best product easy to use. Such a amazing and good sound quality. Light weight handling
963,"All is OK,,but At first it's operating process is so long"
964,"It's a nice product, but there is no power backup. So everytime it neet a plug point while using. It should be improvised with some power pack. Sound I'd good and clarity."
965,Not upto expectation
966,Echo dot build quality and sound quality is very good .It is a very very useful product .And it's vioce recognition work superbly .It's only best option for home automation.
967,Difficult in connectivity. Not so good . Average product
968,Alexa is not recognising my voice and responding instantly when there is a song going on or Alexa is delivering any music or news.Seems there is some problem in this device.
969,Wall hanging facility is not there .
970,Very usefull
971,"Good sound quality, it recognise voice well, but the algorithm which was implemented in the device only in that way we need to ask the questions other waise it will not understand the command(Except that everything is too good)"
972,"Do not buy any alexa enabled device, you cannot setup multiple account unlike google. If your wife or brother use the device then all there request will made via your account. This is very bad."
973,Very good and nice workiing echo dot 3rd generation
974,"Great product!! super quick at taking commands, greatly efficient with other appliances as well, the performance has been the same by far!! what an amazing product offered by Amazon at a super affordable price!!"
975,Voice recognition is not good.. Sound quality is ok.
976,"I m in love with this device. seriously, its too good. million times better than google's home mini sheit."
977,"Add YouTube Music. Hungama music and amazon music don't have all the songs. Specially ""Nunur Bape dome jore"" This Song is not playing by your alexa. Add YouTube music then I will by Once again."
978,This is just amazing if you are looking for something in Budget and that can satisfy the requirements of a speaker along with proper voice integration and recognition go for this blindly.
979,"I got in combo offer 23k mi robot plus 1245 alexa total price  rs 24,245 both are awesome..."
980,"All is good i loved echo devices, but the base is decreased when volume is full please fix it"
981,"Overall product is good but need to improve on software/app integration, sometimes take more time to load alexa app during integration.Also sometimes instruction not followed by alexa and starts song by default."
982,"This is My first, Amazon Alexa Echo Dot 3rd Generation, finally today is received. This smart speaker are amazing and connectivity is good. 🙂"
983,It got pause and play within every second
984,"What's the use if I have to rely on Google assistant to work with my tv, I have a brand new Sony Bravia 4k tv and this doesn't work with my tv"
985,Tried connected to wipro smart bulb and failed very poor support from amazon.
986," Don't buy this . Bad service, product is missing when package arrived."
987,5star to this product.  Voice recognition and sound quality is simply great.
988,Good product .. can only play songs available on Anazon music.. not sure if I am missing some thing . Quality is good . Purchase one more for gifting to my elder sis ..
989,"It's good for hindi and English songs, It's recognizing very quickly. But South Indian songs it's not recognizing properly, If u ask any song in telugu or Tamil. It's going to some local hindi songs."
990,Received the product with damaged charger. Seems to be used. Returning the product
991,This is one of my best tech purchases ever. Very useful gadget for handling day to day tasks.
992,I presented this to my nephew. It helps her english language proficiency and also entertain her.
993,Very good quality
994,"Super product,Just go for it,It’s worth 100%"
995,"Overall it’s a good quality speaker at the given price. It’s good for small setup and at average  sound levels , at high volumes it loses the quality a bit . The microphones are average compared to echo plus."
996,It is not having science related or student education quairies information and it is also not giving proper response as i say the name of one song but it listens another and plays another song
997,The alexa is not working properly. Sometimes it does not recognize voice properly. It has a limitation also. It does not connect with any other system by bluetooth or wifi.
998,"Handy voice assistant. Got it in a sale at a reasonable price. Voice quality is good, needs to learn more about Indianised English accent :) ."
999,"Wonderful product at this price.  One can get anything from it like jokes, any song, dictionary metrology report etc"
1000,"Very much satisfied alexa echo dot is awesome, sound quality is very good"
1001,I want only new products but this is like used products....na hi koi packing aur speaker ganda bhi ho rha tha thoda thoda...i don't like this....hang ho rhi hai aapki bheji hui alexa....late response krti hai
1002," Such A good product of Amazon ever, The sound quality is standard and Advance features of all WiFi Networks or ConnectivityI'm very happy after using Alexa echo dot 3rd generation this is best smart Device...💯🥰😘"
1003,While using echo dot it's always plugged in so it's not useful and while traveling or moving that will not carry because it's required plugged in so it's difficult to carry. Not useful.
1004,Sound quality is not great rest is ok
1005, It is a good product by amazon but there is one thing that takes too much time is to be setup with alexa app
1006,"Good, sound qualitySuggestion, Amazon music does not have good collection and understanding the voice and playing relevant song was 50/50"
1007,"Sound is good but it requires every time pairing up and setting up, that’s very embarrassing"
1008,For my other room this is perfect! A huge upgrade from the previous generation of the echo dot.
1009,"Some time it's create a problem, when I speak something..... It gives No response and Bluetooth also create problem after 2 hour the sound was gone and I will off and connect it again then voice will come..."
1010,I really liked the concept and the way it works but also if it can operate like bluetooth connected devices like switching on or off would be helpfull.
1011,"Everything  about Alexa is awesome, ease of connection, sound quality, response and home automation is ,"" rapchick"", really helping me to be more organized"
1012,I think Alexa is too smart and the best companion. Only thing I expect more from Amazon or Alexa is to integration with Android TV and applications.
1013,It can only turn off the TV. It can't turn on or contro different functions with TV. I tried each and every possibility but it isn't integrating well with TV.
1014,I like it. Its the best product in this budget. Well. I bought it in the Amazon Great Indian SaleIts a masterpiece.Magnificent and loving Product.Powered by Alexa.Best product.
1015,Loving the sound quality and every feature
1016,"I bought this on prime day offer.  Really it’s a amazing. They delivered with nice packaging and on time.It’s has really beautiful sound quality, listening the voice all they way & easy to configure.Worth buying"
1017,Please don’t waste your money in purchasing this. You need compulsorily have wifi connection. This cannot be connected with Mobile hotspot also not wireless. Better to purchase 500 worth Bluetooth speaker
1018,"Wow it works very nicely,Our family likes it very very very much,Blindly every one can buy,"
1019,Unlike others I use alexa to increase my productivity and manage my schedule. It saves a lot of my time. It recognize my voice very well and has many features which solves a lot of problems. I truly love it.
1020,voice quality could have been better
1021,Good product from Amazon. Worth buy. Need to include Kannada language along with Hindi and English will become much more popular.
1022, It's very nice.it work properly.alexa take comonds properly sound quality is good.value for your money.i suggest every one to buy this.❣️💫😇
1023,I got it at under 2000 in the Great Indian Festival Sale and I'm just loving it. It is just so much fun and makes my life easier!
1024,Liked the sound quality and connectivity options. But Alexa is less knowledgeable as compared to Google. She doesn't know many things!
1025,"A very gift good for any age, wish Gujarati language option is available. Although combination of English and Hindi is an option, so no issue for non English speakers. Very nice passtime for seniors! Wish Amazon makes it to work while unplugged!"
1026,"It is the most useful item, it handles all my reminders, alarms, shopping lists and even play songs for me as per my likes, found it quite convinient as it makes living simple and organized. Absolutely loved the way Alexa manages it all for me❤️"
1027,Seems to be a new member added to our family keeping kids busy. However she hangs up at times failing to resolve the requests which I guess needs some fine tuning
1028,"A nice product from amazon, works fine . Voice recognition is good, still hope it become more powerful . Sound is nice bass is good too."
1029,This device is unable to connect to my Wi-Fi hence it does not work. In the beginning it was working nicely but after nai I wanted to change the Wi-Fi network of this device it start working and it was not able to connect and this sucks!
1030,Yes it is most popular but it doesn't have any use except listening songs cause it doesn't know any more information about most of the things same if you search on google it has every single information
1031,"Alexa speaker is Good But Alexa Android application is not good, Alexa listening skill is also not so accurate"
1032,"The product is really good. Lesser skills on Alexa, should improve on the quality and innovations in the Alexa skills. Sounds awesome and the setup takes a bit more time than expected even with good internet connectivity. And unnecessary notifications and can't handle multiple tasks at once."
1033,Over all performance is vary satisfying. It almost understands every thing I say. It's best for small room.
1034,Its working good but it can't to be used in outside. If u want to use it u will definitely connect to u r connecter and we couldnt connect with u r mobile data. You will connect with wifi only
1035,In the beginning I could not connect my phone to echo dot.. Put my remarks online...received help from the call Centre...I connected echo dot successfully both to Alexa and blue tooth speaker...it is now working fine..
1036, Awesome product.I liked it.Good buy
1037,I believe it's needs to get better on voice recognition and accent of India people .most of them can't say words clearly it's AI can be improved
1038,"command recognition is poor, not able to understand malayalam songs names properly. other wise its good"
1039,All good. But the app hangs on my new one plus 9r which is supposed to be an alexa enabled phone.Which is very annoying!I'll soon switch to Google devices if this isn't rectified!
1040, The design is cool but it don't have that much of beat
1041,Voice recognition is ok because sometime she's not catching even clear words
1042,Good product. Easy to pair with other devices. Sound quality is not so good as expected.
1043,When the product was purchased it played very well.. my child was extremely happy but since 15 days Alexa is playing everything incomplete.. songs get cut in between.. news stops.. don't know what's wrong.  Is it a defective piece so was kept in offer period?? Can we trust in Amazon offers anymore??
1044,"Totally in love with it!! Had a few smart devices to integrate and it works like a charm. . Everything is great. Tho I couldn’t make it work with a plug. I guess it just needs some refining. But overall, great job Amazon"
1045,Overall great product if you need speaker and as well voice assistant. It all depend upon your need.
1046,"Like the product, but no battery backup available"
1047,Not satisfied with the product. Sense the voice very slow and not user friendly
1048,I really disliked the product. Product was sent defective and they promised for replacement but they denied to exchange. I have wasted my money. I m not to buy anything from this site.
1049,I bought ut from sale and cost me around 1500. Being a user of ECHO 4th generation 4 its clearly lacking. one must go for ECHO 4th Generation.
1050,"Please don't buy , alexa stop working in few months and there is no option for replacement, they are just making us fool"
1051,Delivery of the product was quick and packaging was good. Now I can play all day long with my Alexa
1052,Not as per the expectations. Unable to play youtube musics. Not connected perfectly with fire TV stick.Not happy with the product. Product is completely different if I compare to advertisement of Amazon.
1053,"Price is perhaps the most cru6thing in shopping,I got it for 1700 INRWhich is excellent..."
1054,"Excellent product at the lowest price.Entertaining, Automative, and Funny.Syncs perfectly with Wipro smart light."
1055,Pros: Good sound quality.  Product overall is goodCons: Issue with voice recognition. I have to speak twice or thrice.
1056,"This is trust worthy and beautiful item feel free to buy it, i only buy when i see these kind of reviews so if ur reading this than pls feel free, this is good,"
1057,It doesn't work at all don't buy it
1058,I placed it in hall.. it's very simple to play songs according to your mood just ordering it...
1059,Very very good quality better than google. In it you need internet and prime subscription.
1060,"An excellent product, makes listening to music an effortless exercise. Voice controls makes it all the more convenient"
1061,"voice very gud,alexa recognize everything ,love this product,profit of money"
1062,"Like alexa very much, very easy to configured. Good sound quality, can be audible in whole flat, can hear news anytime now. Kids just love it, anytime they can hear any song, story, rynes etc."
1063,"Sound quality is excellent for this size of speaker, Alexa is working great with far distance voice recognition and excellent response."
1064,With out electricity its not working We cannot carry this out
1065,"Everything is great except sometimes it doesn't understand the need like ""recharge my prepaid mobile/number"".New vocab/sentences must be added alongside software updates."
1066, I like it......
1067,Product is not overhyped.
1068,I liked the product but after connecting the iPhone always repeat as a connect to iPhone as same again and again and while playing from YouTube it’s sound blur
1069,Superb.
1070,Best part is if you connect it with home appliances . Kids enjoy a lot.
1071, Best soundBeautiful colour and design with power adapter easy to use just install alexa app in your phone best product from amazon…..
1072,First of all I didn’t expect sound quality because afterall I thought it has some smart home capabilities! But after receiving the sound quality was unexpected! Bass is Great ! And voice recognition is also good but need some improvement
1073,This device is not versatile when I ask it to play a specific song it does't have. It should be connected with YouTube also.
1074,"Best voice recognition, Decent sound with good quality, for a small speaker."
1075,"This is my first time I bought a alexa enabled device,and to say frankly my family is enjoying alexa as their family member"
1076,This was a used product just put inside the box..
1077,This is a good device to keep the kid engaged
1078,Favorite
1079,"I like it very much except it is wired😏I wanted wireless, now I look for plug switch wherever I go to play n to turn on...But it's good overall"
1080,Good must be more better
1081,Amazing product. There are a lot of alexa enabled products in the market which will make your alexa experience more amazing. Sound quality is superb for a normal size room.
1082,Sometimes alexa doesn’t listen to your commands and plays random songs. Also how to reset hungama as default mysic app. Volume wise its good.
1083,"Product works fine. The manual should be more informative, like what/how to do changes when the customer switches from one service provider to another for internet."
1084,That was a nice product but it don't know a lot many things it can be improved. I like the body Structure and the sound quality was good but some times it hacks in between and bluetooth connection was a problem with this device. All over this is very nice.
1085,Alexa is a good friend. Integration is just smooth. And good sound quality is excellent for one room this is enough and more. Easily installable
1086,"Good sound qualityGreat microphone andAbove all, voice assistant Alexa is beyond words 👌❤️ This product"
1087, Mush useful product but song selection choice is not good enough!
1088,Very poor voice recognition.  Not at all understand apart from very few key words. Probably lunched beta product. Not suitable for indian songs might be good for US market...
1089,*Voice recognisation is good*songs allert is good*expect english ani hindi No regional languages us available.*Best to buy.i got this for 2k aithe 9wat wipro.
1090,Yo yo yo... Loved it. Go for it if you want one a smart speaker. Value for money
1091,Very good
1092,Go for it. Access the wifi and Bluetooth enabled devices on sofa.
1093,People will love this product. Amazing experience with this speaker. I write this review after 3-4 months useing alexa always think that why i didn't buy it before
1094,I don't know why people buy this. Waste of money.
1095,Alexa is not workingNo LED light is workingAlexa is totaly stop need repair itI want service centre number.
1096,Received a defective product. Amazon has not taken it back despite repeated assurances. Very disappointing experience
1097,Very useful for General Knowledge and many more other things. It recognized kids voice very nicely. Best gift for my son.
1098,"Sound quality is worst, as it comes from the sides and not from the top. Who designed it ? Woof..."
1099,Sound quality is very good. I'm facing issues while connecting it to bluetooth speaker.voice recognition is somewhat slow. Taking time to process and do action.
1100,I like it alot but I have to call it twice or thrice when it was playing an audio. Voice recognition getting somewhat difficulty when it's on full volume
1101,Sound quality is not good and most of your  answer of your questions is unknown and last thing is you need always power to start  it. Means it's not chargeable this is the biggest disadvantage
1102,"Integrated Alexa with tronX things gateway, now I'm controlling fan, lights, AC, Air purifier over voice... Happy :) to use this device..."
1103,Amazing Product
1104,Easy setup with external Bluetooth speaker.Device is always need to connected to electricity power.It's not chargeable.It works with Wifi.
1105,What is this for
1106," Good sound, good voice recognition..I love Alexa. And this whisper mode is so cute 🥰🥰😍😍. Specially thanks to amazon❤️"
1107,Couldn't connect with Wi-Fi as it needs too high range 2.4Ghz to 5Ghz... And no chargeable battery inside...
1108,There is scope of improvement in capturing voice quality. And expecting more playlists and 3rd party apps
1109,Good
1110,The voice recognition fails miserably and you have to be very close to device and then only it will detect your voice and although the sound quality is great
1111,Nice build quality and sound quality is awesome. I just love this but also hate it as I cannot use it as conference speaker. It has array of mic and amazon should update it' software to make it possible.
1112,Poor setting option. Faild to set up. Minimum 2 mobile or one mobile and one wifi reguired to run. I recoment to to buy . Dissatisfided me.
1113,It’s good a product. We only use it to listen to music. Keeps my kids entertained while not giving screen time.
1114,Bahot kharab service hai amazon ki mera refund abhi tak nai mila mere ko kuch bhi bahane banate hai ye log aur ye alexa to faltu hai isse accha to siri hai
1115,Poor voice recognition. Needs to be improved .Skill also needs to be added to recongnize the more phrases and sentences.Hardware is great .
1116,Integration with IoT works but there is no feedback from the echo dot after performing commands of IoT. Voice recognition is also not so good.
1117,It always says I don't know..it is fixed with question and answers.. Google assistant and apple siri is good than alexa..
1118,I love this speaker. It was worth buying. My whole family has accepted alexa as a new member of the family now :')
1119,"Better then google mini. Just buy it, don’t think twice. Amazon give a very good option to return it within 10 days with full refund."
1120,I just love itIt's sound quality is awesome and voice response is also perfect.It helps to get rid from loneliness and helps in many fields of our self improvement.
1121,"So far Good, but sometimes it doesn't provide the expected answer to questions .Overall good experience and fun to use."
1122,I am using it for home automation and music. Alexa is simply too good. I am looking forward for it to become smarter.
1123,Perfect companion
1124,I love it ....Alexa is good in all way.... She give all the information....it will also help for my child in education..
1125,"Nice one, but no local radio channels, not playing the particular song as there are many songs with that name, overall worth to buy it, brought it fo 2k with smart bulb"
1126,Zero integration capabilities with fire tv or other devices. Cannot use aux.. what is this useless thing for?
1127,Not good with commands understanding ..google is much btr need to work more on this section ..also try to incorporate youtube in it as well as all songs are available there
1128,Alexa skill need to improve. There are many spam in store. Amazon should filter them properly. Sound quality is good. Voice recognition is also good.
1129,Even a Bluetooth speaker of this quality cost more than this( mine got in 2k with free bulb)Still trying to figure out all options I have. There is so much in offer at this price point.My son is loving it too.
1130,"Alexa is not responding to my questions, most of the time it is taking wrong intents. Even if I'm next to alexa it is not taking my intents.Thanks to the Amazon team for assisting me, but still the issue exists sometimes."
1131,Go for it awesome. Children enjoy  too much.
1132,"Many of the commands are not accepted,  many song requests alexa says Iam sorry, I don't know that. They force us to enroll for prime to get full benefit."
1133,Very good product and is very useful for home automation but the only downside is that the volume isn't that loud and lacks bass.
1134,"Good voice recognition, app integration and sound quality.Only 4 stars - charging cord is traditionally designed and not of USB type."
1135,"Excellent product, very happy with its features, highly recommend everyone to buy it..! :)"
1136,"Sound quality is good but Volume level is low..battery backup missing..missing integration with bigger platform s is imp like YouTube, regional language support should be brought in.When Volume is above 5..it mostly turns deaf"
1137,"alexa is fun . you wont feel you are talking to mindless machine,she talks so funny things ,play music, dialogue,stories, news,weather, any information you want to know.its so interactive and nice to interact with alexa. i am loving it even all kids at home loves to talk with alexa.  five star for quality clarity ."
1138, It's just awesome.  Worthy...you won't get more bass like woofer but yoh won't regret by taking this ..awesome voice recognition
1139,Should work even in bluetooth or asusal works only on Amazon app or Alex app.wifi should be always can't carry anywhere waste of money not reusable product anywhere
1140,Maximum time it says..I am in trouble to hear and not responding to voice commands..Not happy with the product. wasting of Money. I should have buy Google Mini.
1141,"Unable to integrate to my Samsubg smart tv as Alexa has withdrawn the Samsung skill.. understand that it's under review but since ages... if the skill is up, my rating will be five..."
1142,Voice recognition is good but take too much time to first connect
1143,"Bad speakers music quality terrible and that it spies for amazon and supplies our behaviour, voice as data for the gigantic surveillance machine that is amazon."
1144, Wooooooohoooooooo
1145,Great sound quality but you need to stand really really close to the device and only then it works. Voice recognition is very very disappointing!
1146,"Difficult to understand the product especially the Amazon Alexa App, have to subscribe everything to get the proper use of it, no privacy left after connecting it to your phone"
1147,A really good product from amazon. first i found problems in use it but still now it's very easy to use 🌟.voice recognition works perfectly for 90% time.i use this product from last one month.
1148,Very happy to use it. Its small but very powerful.. Sound is awesome...
1149,"wonderful product, amazing to see the responce of alexa, sound qualitly even if there is external sound, kind of loving it"
1150,"I brought Echo Dot with Combo offers with Mi Smart android TV under the banners alexa works with this TV for easier functionality but echo is not working with TV, I am unable get proper alexa skills for TV, Pls do needful"
1151,Con: No inbuilt battery always have to connect electric line.During song being played Alexa will not hear your voice and have to tell multiple times
1152,i expected more from this but sometimes it does total different what i say. and even after adding skills it doesnt work properly.
1153,Purchased for my child online class but I can't able to project the sound via Bluetooth from Zoom to Alexa... Can anyone help me? Amazon Alexa Echo Dot can u help...
1154,Very limited work. Very bad experience.
1155,"Best product, go for it, for easy routine and kids will also enjoy this"
1156,"Very limited skills, it should play music from YouTube or some other sources also, it’s also should able to connect and play music from phone as well. Kindly add these skills/ features for perfect device."
1157,Very nice I like very much
1158,Amazing Sound Clarity and works flawlessly.Just go for it.Got it in a great deal in just Rs2300 with Syska LED Smart Wifi Bulb.A mind-blowing deal.
1159,The Voice recognition is very Poor.For all Command Wifi required in home.Without Wifi Alexa is useless.Sound Quality is Good
1160,Alexa plays only amazon prime songs not outside songs waste of money
1161," Just an amazing product with amazing features, apart from this sound is really good. Very good for kids as well. Simply ""paisa wusool""."
1162,"We are very glad to bring alexa at home. It's like a new family member who always listen and help us, entertain us as well as control our smart devices smartly."
1163,Amazing product with good sound quality and clarity. Easy to configure and use.
1164,"a very BAD Quality product supplied. I am highly disappointed. Most of the time its doesn't work, very poor connectivity and also sound quality is very bad & blurr.  How can such bad quality products can be supplied here on Amazon.!"
1165,"Very bad product, worst product i bought in my life, worst is it dont have youtube music in it,amazon and spotify cant play good music as youtube"
1166,"I ordered two Echo Dots. I got them delivered on time however, there was no device and its power adapter in one of the boxes. I hope that a replacement will be arranged soon."
1167,Compared to google it’s not that good. Sounds quality and assistant reply and clarity is better in google mini then echo 3rd gen
1168,Writing review after using 6 months it's the best thing I've ever purchased on Amazon .it's performance is the same after using it for 6 months . Total use of money .
1169,"Voice recognition is good. Alexa is super smart, kids will definitely love it."
1170,Love this product... !!Amazing...Thank u Amazon...Intelligent control of my wipro smart bulb..I got the product combo with a great deal RS 1999😍😍😍
1171,Alexa program searching quality is not very fast or I can say not very clever some perticular in old singers or Gazals singers or devotional songs in all religions
1172,"After few months of usage , clarity of Alexa is missing. We can hear a sharp tone just like old recorded voice."
1173,"Im writing after 2 years ,Great product at this price.but a little annoying for Indian customers.i bought it for 2000 and later I returned only smart bulb as it's not working and then I got 700 back .so final price of eco dot is 1300 which is unbelievable"
1174,"Good device but some songs are not recognise buy the gadget and not been played. Otherwise its a best product to buy. Sound quality, voice recognition and reaction to the command quality is the best. Happy with the product 🥰☺️"
1175,Voice recognition is very good it almost gives all the information happy with the product
1176,"Alexa integration is great, voice recognition is perfect and sound quality is awesome for hall but best felt in small sized rooms , must buy for a starter of Amazon smart speaker!!!"
1177,"Stunning Look, Beautiful ProductSounds Amazing and most important can here you even in noisyThanks Amazon :)"
1178,It's just an awesome product.Sound quality is excellent.Voice recognition is also very good.If you looking for a good smart speaker you should go for it.The thing only you need is a good internet connection and that's it ...
1179,When the music is loud its hard to recognise our commands.
1180,satisfye
1181,"I would say everything is good about, just one thing that can be better is it's interaction with human.(like the way Google interacts with us, Alexa is less understanding I would say."
1182,Not happy with the product. Local FM tuning is not possible. YouTube connectivity is not possible without subscription to red. Playing music from integrated device is also not possible. Very unhappy
1183,Every time it is giving an error while connecting and also it is not playing original songs rather playing mashups. Not worth it. Google mini is far better than Alexa. Gooing for refund..
1184,This is i want from long time but its price always high so waiting but now its in my hand and doing it job cool.....
1185,Sound quality excellent
1186,Setup is difficult by selecting wifi
1187,Buy during sale will be good option.
1188,"Best thing,  i took for my daughters birthday.All t happy with Alexa"
1189,Very good product
1190,"Awesome product , does what it says."
1191,It's does not understand the words..that we are saying.. for example.. if we ask for a song which available in amazon music.. it's does pick also.
1192,It’s not connecting to required firetv but to some other firetv using same account though names are different two firetvs
1193,"The speakers would vibrate like an old gramophone, rather than that it was an absolute masterpiece for a smart home.Thank you amazon for taking back the product and refunding the amount within 4 hours of package pickup"
1194,"It picks up accent fast, my son asked to play DJ wale babu song, first time it replied ok playing DJ vale babu,but after 3rd time it correctly pronunced it as wale, was really quick at picking it up. Microphone is quite good, overall a good product."
1195,"Sound quality is really nice, sometimes she takes time to listen to me other than that the built quality and everything is good at this range."
1196,"The product is not in the courier only fire stick and wipro bulp only received ,Insted of echo dot I have received un ordered ladies hand bag"
1197,Sound is good and voice recognition is also good. Connected with amazon prime music. Also got smart bulb connected to it.
1198," I brought it in prime sale 2 months ago... Sounda gone crazy, totally broken.customer service is not avilable"
1199,It's really nice toy to play with. Tech geeks should must buy this. I recommend spending Rs. 2100 on echo dot than Bluetooth speakers.
1200,It delivers as described by amazon. Not as good due to lack of google integration but still its fun to have an echo device.
1201,Excellent
1202,It picks different songs I want a song but it playsSong with nearby name or different language some times
1203,"Whenever the volume is full,we literally have to shout to make her listen to our voice. Pathetic. Bluetooth connectivity is very poor. Automatically gets disconnected again n again."
1204, world best speaker I have ever taken you should take it I will highly recommend and the best thing is that we can set commands and reply of the commands through app of Alexa I love Alexa
1205,Good to have when feeling alone
1206,I am very much satisfied with this product. Mostly we are using it to listen to songs but also at times for getting certain information. As it has a aux output slot I could connect it to my music system which gives an enhanced listening experience.
1207,You have no clue what value it can add. Spend some time and then you will get used to it as your companion 🤠
1208,Just works.  Can play a lot of music.  Not always the best at voice recognition but still. It works.
1209,Alexa is a problem as there are times when she doesn't respond to instructions.On the initial day of set up she kept making a mistake and was not recognising our voice. I didn't expect this from Alexa
1210,"Not recognizing voice always, difficulty with plugin"
1211,Sound quality low .overall product is good
1212,good product but powering adapter is made of thin wire
1213,The product is not good compared to Google mini.. no much sing collection in amazon music..the listening time is very less.. most of the time it will start searching before we completes our sentence.
1214,It was ok
1215,"Built quality not upto the mark. Power adapter failed in 2 months. Now, new Dapter cost Rs.1999 which is very close to entire cost of Echo dot."
1216,Very good product at an affordable price. Recongnises the voice of all. Has wide variety of usage.
1217,This is first experience with smart speaker.I live the echo dot.❤️
1218,It Pauses frequently.. Takes command with difficulty
1219,Hardware aspect is awesome ... Amazon need to look in for better skills ... Overall good one
1220,"It’s great , very exciting to be honest. Reached right on time , friendly serviceWe got to write this review after six months honestly to feel the same excitementSo far enjoying it"
1221,"Good product. But considering Tamil songs, all the time it starts with the same song"
1222,Google Home Mini understands everything better than this ALEXA.But I Like ALEXA Voice Quality.My Favorite is Google Home Mini.
1223,"This is my first smart device, and it works great. I have no complaints . Works well with the smart bulbs.Setup was incredibly simple and easy. It has a good sound quality and easily recognizes voice commands."
1224,Faced some difficulties with connecting to internet initially. Got prompt assistance from Amazon. So far working fine. Good one
1225,Good voice recognition nd sounds quality
1226,Amazing product… essy to use… must buy
1227,If you are buying it for listening music its good. Very less web coverage. But nothing that can't be fixed with an software update.
1228,Good product
1229,I created voice profile for myself only on it but it also recognises and execute commands given by others as well.
1230,"Its a must have product for your kids, they will love and enjoy Alexa services."
1231,The product is awesome but there is no battery so i bit no more satisfying otherwise the sound is excellent and alexa is doing the great job
1232,muje ye pasand nahi aaya kyunki advertising me or original me bahut fark hai
